,latitude,longitude,bounding_box,class
20,28.2462787516858,75.31842786162308,"75.31839868202955,28.246321697403722,75.3184570412166,28.24623580596788",Azadirachta indica
21,26.82901145477541,75.82762335832228,"75.82758307120814,26.829050060494396,75.82766364543642,26.828972849056424",Moringa oleifera
22,25.413086073098075,75.39087775155727,"75.3908489344205,25.413110983470098,75.39090656869404,25.413061162726052",Prosopis cineraria
23,26.99252852095418,75.74462747403635,"75.74460585571572,26.992545562984088,75.74464909235698,26.992511478924275",Vachellia nilotica
24,26.992548206011776,75.74453280809618,"75.74451404636747,26.992568618491212,75.74455156982488,26.992527793532343",Albizia procera
25,26.992659692553843,75.74457763313066,"75.74454892011721,26.992699342449292,75.7446063461441,26.992620042658398",Albizia procera
26,26.84331524309175,75.77674227997082,"75.7766771318322,26.84335509967493,75.77680742810944,26.843275386508573",Azadirachta indica
27,26.843329424045685,75.77662600437955,"75.77660726479554,26.843348712080225,75.77664474396356,26.843310136011148",Azadirachta indica
28,26.50400041296374,74.41161835271501,"74.41160401533371,26.504013897253298,74.4116326900963,26.503986928674184",Prosopis cineraria
29,26.503782570465024,74.41161366076486,"74.41158846429565,26.50380391030017,74.41163885723408,26.503761230629877",Prosopis cineraria
30,26.819802877547254,75.81552799952637,"75.81550207870009,26.81982785468193,75.81555392035264,26.819777900412575",Azadirachta indica
31,28.18665169561778,75.33482901730981,"75.33481313715947,28.186664146534827,75.33484489746016,28.186639244700732",Prosopis cineraria
32,26.50628550625851,74.4214673669021,"74.42142754413574,26.506315817483966,74.42150718966846,26.506255195033056",Vachellia nilotica
33,26.500887017519155,74.4095438238694,"74.40953450973375,26.500899393774432,74.40955313800507,26.50087464126388",Vachellia nilotica
34,28.17591896527229,75.33190818178277,"75.33188215066332,28.175942724193384,75.33193421290221,28.175895206351203",Dalbergia sissoo
35,28.175711343926245,75.33190849589833,"75.3318574758681,28.175787068561274,75.33195951592856,28.175635619291217",Vachellia nilotica
36,28.18651874465049,75.3352097020595,"75.3351814721771,28.186552664894148,75.33523793194192,28.18648482440684",Azadirachta indica
37,28.18655154665993,75.33517732975582,"75.33513892237725,28.186588876926557,75.33521573713439,28.186514216393316",Prosopis cineraria
38,28.17630508393524,75.33228470621908,"75.33223801399669,28.17633904841602,75.33233139844148,28.17627111945446",Vachellia nilotica
39,28.176073285686684,75.33201816968815,"75.33196925603299,28.17610951220908,75.3320670833433,28.176037059164283",Prosopis cineraria
40,28.25006859521057,75.36631334421497,"75.36627713980607,28.250101414613553,75.36634954862387,28.250035775807596",Azadirachta indica
41,28.25019855324264,75.36623988086052,"75.36622082100375,28.250214401320882,75.3662589407173,28.250182705164384",Ailanthus excelsa
42,26.505499707646067,74.42139823347658,"74.42138169620343,26.505514312625234,74.42141477074973,26.505485102666903",Vachellia nilotica
43,26.5054630374269,74.42153985167343,"74.42149457939382,26.505517027572136,74.42158512395304,26.505409047281663",Vachellia nilotica
44,28.180583056901803,75.29626071534794,"75.29622037696858,28.180616995404936,75.2963010537273,28.180549118398666",Azadirachta indica
45,26.92282766905516,75.70750625623083,"75.70746278284051,26.92287189984194,75.70754972962115,26.922783438268375",Azadirachta indica
46,28.186566188449003,75.33472718814724,"75.33469455354705,28.186617044924844,75.33475982274742,28.186515331973162",Prosopis cineraria
47,28.2463771373876,75.31881838532149,"75.31878502438842,28.246406552595474,75.31885174625455,28.246347722179713",Ailanthus excelsa
48,28.24629830116337,75.31875443966592,"75.31874014500167,28.246311874835136,75.31876873433019,28.246284727491613",Prosopis cineraria
49,28.24636508792584,75.3186628940316,"75.31863018022923,28.246397886673446,75.31869560783399,28.24633228917823",Prosopis cineraria
50,28.16508886820438,75.32908886688205,"75.3290310547843,28.16512850021778,75.32914667897978,28.16504923619098",Prosopis cineraria
51,28.20029293762707,75.339255844289,"75.33920283977149,28.200347230692472,75.33930884880652,28.20023864456166",Ficus benghalensis
52,28.25173912165814,75.36610561062665,"75.3660783255117,28.251771917114304,75.36613289574161,28.251706326201976",Azadirachta indica
53,26.922049184744125,75.70090474224115,"75.70087216357481,26.922074174315107,75.70093732090749,26.92202419517314",saraca asoca
54,26.92191670121036,75.70076701130886,"75.70071912237216,26.921959823343162,75.70081490024555,26.921873579077555",Vachellia nilotica
55,26.921999191238527,75.70074548906882,"75.70070640559763,26.922041141115592,75.70078457254,26.921957241361465",Vachellia nilotica
56,26.5254879700316,74.38092224636442,"74.38090425946733,26.525508206933328,74.38094023326151,26.52546773312987",prosopis juliflora
57,28.198820176352484,75.33523216098854,"75.33518674773795,28.198858652123292,75.33527757423911,28.19878170058168",Ailanthus excelsa
58,28.176749504618808,75.33095219513265,"75.33092838508477,28.17677100124449,75.33097600518055,28.176728007993127",Vachellia nilotica
59,26.786858263080703,75.81930364126887,"75.81929337309694,26.786872993486764,75.8193139094408,26.78684353267465",Azadirachta indica
60,28.23031956230222,75.33526588571794,"75.33523602374616,28.230344459503918,75.33529574768973,28.230294665100526",Ziziphus jujuba
61,26.523526720961947,74.4221385934842,"74.42209828308285,26.523559287486563,74.42217890388557,26.523494154437333",Ailanthus excelsa
62,26.84236737916213,75.77404637322118,"75.77401350361073,26.842390129801394,75.77407924283162,26.842344628522866",Albizia lebbeck
63,26.84233421387121,75.77412634959444,"75.77409700864992,26.842367102060397,75.77415569053898,26.84230132568203",saraca asoca
64,26.8422031447868,75.77415533725792,"75.77411936104174,26.842231555144746,75.7741913134741,26.84217473442884",saraca asoca
65,26.98826947021632,75.7386265900146,"75.7386006364793,26.9882978192669,75.73865254354989,26.988241121165732",Azadirachta indica
66,26.98826904481264,75.7384924297142,"75.73846706912896,26.988291748127807,75.73851779029944,26.988246341497458",Azadirachta indica
67,26.53371628122689,74.40549631899829,"74.40546311033087,26.53373871500094,74.4055295276657,26.533693847452845",Ficus religiosa
68,26.510944044830858,74.40544895298592,"74.40541950845852,26.51096762304967,74.4054783975133,26.51092046661205",Vachellia nilotica
69,26.963630178903635,75.7089955949258,"75.70896676331289,26.963651765918133,75.7090244265387,26.96360859188914",Azadirachta indica
70,25.776683501162594,73.33960402581147,"73.33955811696546,25.77671344589303,73.33964993465746,25.776653556432155",Azadirachta indica
71,25.77650494018895,73.3396798908297,"73.33963994712217,25.77654285232105,73.33971983453722,25.776467028056853",Azadirachta indica
72,28.18132807045741,75.29716978667264,"75.29711387977143,28.18137332675352,75.29722569357386,28.181282814161303",Prosopis cineraria
73,26.53309286853665,74.40756493533092,"74.40755422418741,26.53310185293062,74.40757564647446,26.53308388414268",Azadirachta indica
74,25.76090080074285,73.33211256876383,"73.33208822084136,25.760926476531303,73.33213691668631,25.760875124954392",Dalbergia sissoo
75,25.76097211114256,73.33222995995489,"73.3322057066452,25.760991017213836,73.33225421326458,25.76095320507127",Vachellia nilotica
76,25.760987654258024,73.33201072530694,"73.33198391690804,25.76101104488874,73.33203753370584,25.76096426362731",Ailanthus excelsa
77,26.764553176742226,75.8302660261152,"75.83025450415768,26.764567915274597,75.83027754807273,26.764538438209858",Dalbergia sissoo
78,26.76444561094444,75.83013386673278,"75.83010045955099,26.76447627722978,75.83016727391458,26.7644149446591",Azadirachta indica
79,26.525506790383385,74.41753972842227,"74.41751308829816,26.52553376833292,74.41756636854637,26.52547981243385",Vachellia leucophloea
80,26.525448303449043,74.41758895397109,"74.41753654902742,26.525484205106757,74.41764135891476,26.52541240179133",Azadirachta indica
81,26.49445829221215,74.42639809113918,"74.42636064232936,26.494485228608013,74.426435539949,26.494431355816285",Morus Alba
82,26.494495741980977,74.42644917435578,"74.42643297528429,26.494505834471568,74.42646537342729,26.49448564949039",Morus Alba
83,26.52516389840343,74.41759038926706,"74.41755749903795,26.525186336381676,74.41762327949617,26.525141460425186",Vachellia nilotica
84,26.52509446619672,74.41772310217871,"74.41768705272996,26.525121405766843,74.41775915162745,26.52506752662658",Vachellia nilotica
85,26.96177652992204,75.70664275380939,"75.70661828068289,26.961790194912716,75.70666722693589,26.961762864931355",Azadirachta indica
86,28.19868446240412,75.33947779371675,"75.33944159817418,28.198717274868887,75.33951398925934,28.198651649939347",Vachellia nilotica
87,26.50699546435723,74.3929573637985,"74.39292784661815,26.50703258305638,74.39298688097884,26.506958345658088",Azadirachta indica
88,26.50679903844801,74.39294632240545,"74.39292205081628,26.50682263608923,74.39297059399462,26.506775440806805",Vachellia nilotica
89,26.506881145264515,74.39288003382154,"74.39284415314646,26.506905822111264,74.39291591449663,26.50685646841777",Azadirachta indica
90,27.4899893156613,75.26780375419449,"75.26774125863255,27.49004811729969,75.26786624975642,27.489930514022912",Ziziphus jujuba
91,26.79045067089726,75.8264446200991,"75.8264184837862,26.790488065150413,75.826470756412,26.79041327664411",Azadirachta indica
92,26.50519299816409,74.4256565950697,"74.42562211049149,26.50522220344963,74.4256910796479,26.50516379287856",prosopis juliflora
93,26.50525099208581,74.42548413941921,"74.42546088807781,26.505291528745772,74.4255073907606,26.50521045542584",Ailanthus excelsa
94,26.78476828838668,75.82318287994211,"75.82314817511566,26.78479444646527,75.82321758476856,26.784742130308086",Azadirachta indica
95,26.995293096373945,75.7358770295985,"75.73585116927171,26.995336115198903,75.73590288992527,26.995250077548988",Albizia lebbeck
96,26.995225364144616,75.73566494690947,"75.73563525592866,26.995260503292048,75.73569463789028,26.995190224997188",Ailanthus excelsa
97,26.829897797577416,75.8287040651559,"75.82867067175152,26.82993297762865,75.8287374585603,26.829862617526185",Vachellia nilotica
98,26.830034369817085,75.82870065627432,"75.82868359050134,26.830066068643404,75.82871772204732,26.830002670990766",Azadirachta indica
99,26.525366451796685,74.37841303352923,"74.37839665092693,26.525379923710176,74.37842941613154,26.52535297988319",Ailanthus excelsa
100,26.52544471021905,74.37824229744064,"74.37822874979553,26.525455937252516,74.37825584508573,26.525433483185598",Vachellia nilotica
101,26.81668177425498,75.81329668623277,"75.81327861833722,26.81670557732813,75.81331475412834,26.816657971181833",Azadirachta indica
102,26.80000269756216,75.77369947504297,"75.77366849603305,26.800024309184543,75.77373045405288,26.799981085939773",Azadirachta indica
103,26.498887051207586,74.38416131923105,"74.38412900928735,26.498918512993917,74.38419362917476,26.498855589421254",Prosopis cineraria
104,26.49897177316961,74.38417889868296,"74.38415396376942,26.499002138168823,74.3842038335965,26.498941408170413",Azadirachta indica
105,27.71237073855248,75.40579899308622,"75.40578952527234,27.712382050736004,75.40580846090009,27.71235942636896",Morus Alba
106,26.841166184175584,75.7774173433633,"75.77739516786157,26.84118887681046,75.77743951886502,26.841143491540713",Aegle Marmelos
107,25.785362127762827,73.31639986664328,"73.31635689280341,25.785393227216396,73.31644284048315,25.78533102830926",Azadirachta indica
108,26.49515467771553,74.40571537756085,"74.40565528896077,26.495192800531118,74.40577546616092,26.49511655489994",Vachellia nilotica
109,26.49503472818652,74.40563948257747,"74.40561111066964,26.495063954105326,74.4056678544853,26.495005502267702",Vachellia nilotica
110,26.49511908282292,74.40556943541253,"74.40555520299557,26.495142724525333,74.4055836678295,26.4950954411205",Vachellia nilotica
111,26.819555505932264,75.81360586690283,"75.81358276759863,26.819579337966285,75.81362896620705,26.819531673898243",Azadirachta indica
112,26.819536651066308,75.81374472028818,"75.81371920222216,26.8195740394535,75.8137702383542,26.819499262679116",Azadirachta indica
113,28.235364720897884,75.33516507544968,"75.33513141449448,28.23539752591805,75.33519873640486,28.23533191587772",Azadirachta indica
114,28.183428879841465,75.29466238231248,"75.29463443088027,28.1834526358458,75.29469033374471,28.18340512383713",Dalbergia sissoo
115,26.990243811037764,75.75407541117586,"75.75405628398543,26.990256327091366,75.75409453836629,26.990231294984163",saraca asoca
116,27.49794090892552,75.20292450977585,"75.20288440253448,27.497980464562644,75.20296461701723,27.49790135328839",Ailanthus excelsa
117,26.976484797658664,75.72615332991192,"75.72612408592879,26.976540246002468,75.72618257389506,26.976429349314863",Moringa oleifera
118,26.976387355209944,75.72622890830326,"75.726221416345,26.97639755052748,75.72623640026153,26.976377159892404",Azadirachta indica
119,28.183040679574304,75.28939072209121,"75.28936561058482,28.183055401514345,75.2894158335976,28.183025957634264",Azadirachta indica
120,28.176875768224583,75.32629798897365,"75.32626879344285,28.176906303862456,75.32632718450445,28.17684523258671",Prosopis cineraria
121,26.843016601366468,75.77543152773639,"75.77540376723121,26.843050609693616,75.77545928824156,26.84298259303932",Azadirachta indica
122,26.964143565850986,75.70901423779503,"75.70899278183053,26.96418655783362,75.70903569375952,26.964100573868343",saraca asoca
123,26.91854038794347,75.69934717249438,"75.69930653691866,26.91858573074525,75.6993878080701,26.91849504514169",Azadirachta indica
124,26.49518632124901,74.40735410750314,"74.40732965557135,26.495215563790087,74.40737855943493,26.49515707870794",Vachellia nilotica
125,26.49512138977045,74.40720956955074,"74.40717510082732,26.495147204829237,74.40724403827417,26.495095574711662",prosopis juliflora
126,28.176750632982912,75.33095219860547,"75.33092775533616,28.17677325951163,75.33097664187477,28.176728006454194",Vachellia nilotica
127,28.17665673789223,75.33105155291135,"75.33102616506622,28.176682751840204,75.33107694075647,28.176630723944257",Vachellia nilotica
128,26.761588748289448,75.82848758334734,"75.82844291160252,26.7616262512869,75.82853225509217,26.761551245291994",Vachellia nilotica
129,28.18419075541264,75.29139478813282,"75.29134904679945,28.184229217474233,75.29144052946619,28.184152293351037",Vachellia nilotica
130,28.18423117060641,75.29149168290165,"75.29144783956927,28.18426511516413,75.29153552623403,28.184197226048692",Vachellia nilotica
131,28.18406790770095,75.29132664189319,"75.29130217938989,28.18408714210784,75.29135110439651,28.184048673294058",Vachellia nilotica
132,28.184144713897737,75.29129055564155,"75.29126038079677,28.184170730694234,75.29132073048635,28.184118697101244",Vachellia nilotica
133,28.17857645824056,75.29432977129963,"75.2942964430117,28.17861263786464,75.29436309958756,28.17854027861647",Morus Alba
134,26.8183132096636,75.81435230259179,"75.81433308178134,26.818351690460762,75.81437152340223,26.818274728866438",Pongamia pinnata
135,26.818218841732268,75.81427773262149,"75.81426556639833,26.818232454153318,75.81428989884466,26.818205229311214",Pongamia pinnata
136,26.964761502664825,75.70754047150288,"75.70750166286429,26.96479893885539,75.70757928014147,26.964724066474258",Vachellia nilotica
137,26.993800661916268,75.73684236875334,"75.73683078993484,26.993812007668335,75.73685394757183,26.9937893161642",Albizia procera
138,28.18190321402508,75.29783962556843,"75.29781391628777,28.181931479295052,75.2978653348491,28.181874948755098",Prosopis cineraria
139,28.181792589043283,75.29786001278546,"75.2978244405326,28.181823132521476,75.29789558503832,28.18176204556509",Dalbergia sissoo
140,28.1758511997864,75.3300669725484,"75.3300311000637,28.175884009063882,75.33010284503307,28.175818390508905",Prosopis cineraria
141,28.176049745882327,75.33008668286922,"75.33003303149349,28.176098395239737,75.33014033424496,28.176001096524917",Vachellia nilotica
142,26.99433835001912,75.72915123645929,"75.72912858855081,26.99439150771716,75.72917388436777,26.994285192321076",Morus Alba
143,26.97637230330988,75.7328443571127,"75.73283405376252,26.97638589915643,75.73285466046288,26.976358707463323",Pongamia pinnata
144,25.804228227205144,73.33732753883282,"73.33730486661646,25.804244894874294,73.33735021104918,25.804211559535997",Ziziphus jujuba
145,26.81732224897685,75.81574261975965,"75.81573205021225,26.817339237924493,75.81575318930705,26.817305260029205",Vachellia nilotica
146,28.230575635583616,75.34031760207318,"75.34027506538835,28.23062087595691,75.340360138758,28.230530395210323",Prosopis cineraria
147,26.76181275459772,75.82858569608436,"75.82856582780123,26.761846727001032,75.82860556436749,26.76177878219439",Vachellia nilotica
148,26.761742817366496,75.82858016003993,"75.82855347586263,26.761790372116124,75.82860684421725,26.76169526261687",Vachellia nilotica
149,26.99189345579525,75.75348898283761,"75.75344762366903,26.99192527545792,75.75353034200617,26.991861636132572",Azadirachta indica
150,28.287839504032824,75.3480576438407,"75.34802682396608,28.28786779140225,75.34808846371533,28.287811216663403",Azadirachta indica
151,28.287743907398948,75.34793464157949,"75.34789716251494,28.28778236688397,75.34797212064404,28.28770544791393",Azadirachta indica
152,28.28789964077221,75.34792654354838,"75.347881734864,28.287938118925677,75.34797135223276,28.28786116261874",Vachellia nilotica
153,26.49515467771553,74.40571537756085,"74.40565528896077,26.495192800531118,74.40577546616092,26.49511655489994",Vachellia nilotica
154,26.49503472818652,74.40563948257747,"74.40561111066964,26.495063954105326,74.4056678544853,26.495005502267702",Vachellia nilotica
155,26.53330039423464,74.40590404674231,"74.40588983268515,26.53334999394021,74.40591826079947,26.533250794529057",Ailanthus excelsa
156,26.533318895291423,74.40573958461073,"74.4057220886968,26.533335751552652,74.40575708052465,26.533302039030193",prosopis juliflora
157,26.96622542742876,75.71041393489125,"75.71038921016688,26.96624925109616,75.7104386596156,26.966201603761363",Vachellia nilotica
158,25.797835917414574,73.28979327239085,"73.28975385443665,25.797868178783627,73.28983269034507,25.797803656045517",prosopis juliflora
159,25.78219424154643,73.36043280796565,"73.36040310270945,25.782224375597927,73.36046251322183,25.782164107494935",Azadirachta indica
160,25.782159493425468,73.36035351490759,"73.36031215791438,25.78219852393507,73.36039487190081,25.782120462915863",Azadirachta indica
161,25.782254269979504,73.36025203048126,"73.36022498891677,25.782283305542528,73.36027907204577,25.78222523441648",Cordia myxa
162,26.99334220088176,75.7379744176156,"75.7379559915742,26.99336599630745,75.73799284365701,26.99331840545607",Aegle Marmelos
163,28.248490122526825,75.36795650675444,"75.36793713664265,28.248508228396418,75.36797587686624,28.24847201665723",Ailanthus excelsa
164,26.99518981644728,75.73469154118916,"75.7346724989549,26.99521587170589,75.73471058342345,26.99516376118867",saraca asoca
165,26.99536564738328,75.73451694511863,"75.7344935304071,26.995397368014235,75.73454035983015,26.99533392675231",Dalbergia sissoo
166,26.828539585381883,75.82474875558486,"75.82470653999171,26.828572558878985,75.82479097117803,26.828506611884777",Azadirachta indica
167,28.28840974976218,75.3483326079311,"75.34831804055332,28.288437995742107,75.34834717530887,28.28838150378225",Vachellia nilotica
168,28.288303583035965,75.34837241610464,"75.34834507959937,28.288325091471208,75.3483997526099,28.288282074600723",Azadirachta indica
169,28.288254411291675,75.3481858280382,"75.3481639016861,28.288273649191595,75.3482077543903,28.288235173391758",Prosopis cineraria
170,28.288364862237582,75.3482359015805,"75.34820952106605,28.288386368208133,75.34826228209492,28.288343356267035",Prosopis cineraria
171,28.17572922253523,75.33151507482307,"75.33148301947539,28.175760894575962,75.33154713017076,28.175697550494498",Azadirachta indica
172,28.31688468741301,75.34970424774752,"75.3496393160829,28.316914190829543,75.34976917941215,28.31685518399648",Vachellia nilotica
173,28.17710701035653,75.32915779805516,"75.32911428106212,28.177138709397212,75.32920131504821,28.177075311315843",Prosopis cineraria
174,26.816481722657976,75.81413419529335,"75.81411184651401,26.816522478494907,75.8141565440727,26.816440966821048",Albizia procera
175,26.81654721838624,75.81393090334494,"75.81389026103244,26.816580179640603,75.81397154565744,26.81651425713188",Azadirachta indica
176,28.287980821251885,75.34706350461208,"75.34704569529693,28.28799215003885,75.34708131392723,28.287969492464917",Prosopis cineraria
177,27.4899893156613,75.26780375419449,"75.26774125863255,27.49004811729969,75.26786624975642,27.489930514022912",Ziziphus jujuba
178,26.531216991970368,74.40699239354359,"74.40696333915479,26.531255243965308,74.40702144793241,26.531178739975427",Ficus religiosa
179,26.50591880541633,74.42204905613127,"74.4220232382089,26.50597061728345,74.42207487405366,26.505866993549215",prosopis juliflora
180,26.506043096350936,74.42208434183704,"74.42206450615139,26.506058816667537,74.42210417752267,26.506027376034336",prosopis juliflora
181,28.17567474418197,75.33257627356468,"75.33252960264748,28.175715478947435,75.33262294448188,28.175634009416516",Azadirachta indica
182,28.175579474687133,75.3323117516702,"75.33226888338041,28.175614558271768,75.33235461996,28.175544391102502",Vachellia nilotica
183,26.50374016346843,74.42111304957885,"74.42107937657161,26.503763727852576,74.42114672258607,26.503716599084278",Azadirachta indica
184,26.503767624471248,74.42092710548422,"74.42090266639492,26.503794612138744,74.42095154457351,26.50374063680375",prosopis juliflora
185,26.50942775682702,74.42430158344784,"74.42425971061421,26.50946031779013,74.42434345628148,26.50939519586391",prosopis juliflora
186,26.509377493233902,74.42443151290186,"74.42440584147892,26.50939996203254,74.42445718432481,26.509355024435273",Azadirachta indica
187,26.509281549343804,74.42442869814172,"74.42440477969795,26.50929838212394,74.4244526165855,26.50926471656367",Ailanthus excelsa
188,25.78221385314845,73.35977006582827,"73.35974755725594,25.782241811256856,73.3597925744006,25.782185895040048",Azadirachta indica
189,25.782139130501427,73.35974850240169,"73.359702004545,25.7821781028606,73.35979500025837,25.78210015814226",Vachellia nilotica
190,28.24571865590699,75.31715580325798,"75.31712401813839,28.245742425247222,75.31718758837758,28.24569488656676",Vachellia nilotica
191,28.245687888034,75.31728600093712,"75.31725834701469,28.24570826273048,75.31731365485955,28.24566751333752",Vachellia nilotica
192,26.524801927444607,74.37732785473457,"74.37730207340272,26.524842444832494,74.37735363606642,26.52476141005672",Vachellia nilotica
193,26.505442667698706,74.4206918171318,"74.42065527589433,26.505475249271576,74.42072835836926,26.505410086125828",prosopis juliflora
194,26.5052902341317,74.42067454955404,"74.420640388627,26.50531718227435,74.42070871048108,26.50526328598905",prosopis juliflora
195,26.50535031742529,74.42046225345115,"74.42043442098951,26.505366005037335,74.42049008591277,26.505334629813238",prosopis juliflora
196,26.50542728795423,74.42051753158262,"74.42045083417243,26.505469904576525,74.42058422899282,26.505384671331935",prosopis juliflora
197,25.778412592899528,73.35532370184168,"73.35528259379925,25.778444853941927,73.35536480988411,25.778380331857125",Ailanthus excelsa
198,28.176873513011905,75.32629734542962,"75.32626623296436,28.176901796471736,75.3263284578949,28.176845229552075",Prosopis cineraria
199,28.17673147255652,75.32624088484691,"75.32621992528279,28.176748448085814,75.32626184441104,28.17671449702723",Prosopis cineraria
200,28.17689782364648,75.3260392373047,"75.326022419619,28.176915917655915,75.3260560549904,28.176879729637047",Vachellia nilotica
201,26.92486265419303,75.70655802265819,"75.70654109705862,26.92487402427246,75.70657494825775,26.924851284113604",Ailanthus excelsa
202,26.50735495116961,74.42106953067669,"74.42104301849625,26.507388702135337,74.42109604285713,26.50732120020388",Ailanthus excelsa
203,28.1782437691446,75.29633831459722,"75.29629797400307,28.178276579307617,75.29637865519139,28.178210958981566",Azadirachta indica
204,28.20277236819561,75.31939353263677,"75.31937390104157,28.202809650192027,75.31941316423196,28.2027350861992",Vachellia nilotica
205,25.7868175112316,73.32958284315168,"73.32955237963718,25.786856657637053,73.3296133066662,25.786778364826144",Ficus benghalensis
206,28.27010186195656,75.37365734597009,"75.37364466010956,28.270118821963518,75.3736700318306,28.270084901949605",Vachellia nilotica
207,26.9644188281622,75.70791080780607,"75.70788360647538,26.96444943500621,75.70793800913677,26.9643882213182",Vachellia nilotica
208,26.9616593377322,75.70412604754836,"75.70408689588551,26.961692260592717,75.70416519921122,26.96162641487167",Moringa oleifera
209,26.99048911212069,75.7380105967273,"75.7379808340519,26.99051296692649,75.73804035940272,26.990465257314888",Azadirachta indica
210,26.84370763378676,75.77289018729391,"75.77287395541556,26.843725779095067,75.77290641917224,26.84368948847844",saraca asoca
211,26.843628060459867,75.77278900019977,"75.7727501926085,26.843656485946944,75.77282780779102,26.84359963497279",saraca asoca
212,26.50757578038548,74.42097590946344,"74.42094501810068,26.507607256324434,74.4210068008262,26.507544304446515",prosopis juliflora
213,26.780039101994443,75.78082766655442,"75.78080390075937,26.780057289730287,75.78085143234945,26.7800209142586",Dalbergia sissoo
214,26.918171705143607,75.71080139648384,"75.7107615967249,26.918198990394227,75.7108411962428,26.91814441989299",Vachellia nilotica
215,26.533832389083173,74.4054629412428,"74.40543865473413,26.533858245887775,74.40548722775148,26.533806532278575",prosopis juliflora
216,26.78713617411408,75.8239229981265,"75.82389517586117,26.78715777818567,75.82395082039184,26.787114570042498",Albizia procera
217,25.781494253047025,73.32602432630146,"73.32599758851339,25.78152328543121,73.32605106408954,25.781465220662835",Morus Alba
218,27.346458569515253,76.64604202827333,"76.64599585463577,27.346497474226297,76.64608820191089,27.34641966480421",Dalbergia sissoo
219,26.81668177425498,75.81329668623277,"75.81327861833722,26.81670557732813,75.81331475412834,26.816657971181833",saraca asoca
220,28.18153656197029,75.29415386109201,"75.29412309417424,28.18157837790854,75.29418462800977,28.18149474603204",Azadirachta indica
221,28.181460077116007,75.29403999581734,"75.2940177814475,28.181486077425568,75.29406221018718,28.18143407680645",Azadirachta indica
222,26.4944957230806,74.42644447086326,"74.42643234815185,26.4945058319514,74.42645659357467,26.49448561420979",Ailanthus excelsa
223,28.176403318923903,75.32945520978487,"75.32942281799306,28.17642934942984,75.32948760157669,28.176377288417964",Prosopis cineraria
224,28.176073285686684,75.33201816968815,"75.33196925603299,28.17610951220908,75.3320670833433,28.176037059164283",Prosopis cineraria
225,28.17612324857097,75.3318884381153,"75.33183379417807,28.17615948893556,75.33194308205252,28.17608700820638",Prosopis cineraria
226,28.17628361902358,75.33183003873697,"75.3318011389184,28.176306256508187,75.33185893855553,28.17626098153897",Azadirachta indica
227,26.788560037125293,75.8157952669427,"75.81574280245283,26.78860886651359,75.81584773143257,26.788511207736992",Azadirachta indica
228,26.78842822654055,75.81595150773778,"75.81593033346479,26.788456562014762,75.81597268201077,26.788399891066337",Azadirachta indica
229,27.31803806444297,76.66867285207732,"76.66865480984283,27.31805633180753,76.66869089431182,27.31801979707841",Vachellia nilotica
230,27.31813306510206,76.66865374787994,"76.66864100551864,27.318146756198225,76.66866649024126,27.3181193740059",Vachellia nilotica
