Unnamed: 0,latitude,longitude,bounding_box,class,tile_id,parent_tile_id,zone,epsg,utm_easting,utm_northing,pixel_row,pixel_col,within_tile_bounds,coverage_ratio
27,26.843329424045685,75.77662600437955,"75.77660726479554,26.843348712080225,75.77664474396356,26.843310136011148",Azadirachta indica,zone32643_r29_c5_sr3_sc3,zone32643_r29_c5,43,32643,577160.9999996877,2969318.874999865,1068,1716,True,1.0
28,26.50400041296374,74.41161835271501,"74.41160401533371,26.504013897253298,74.4116326900963,26.503986928674184",Prosopis cineraria,zone32643_r29_c4_sr1_sc2,zone32643_r29_c4,43,32643,441369.04687483393,2931634.999999917,836,136,True,1.0
29,26.503782570465024,74.41161366076486,"74.41158846429565,26.50380391030017,74.41163885723408,26.503761230629877",Prosopis cineraria,zone32643_r29_c4_sr1_sc2,zone32643_r29_c4,43,32643,441368.46874953434,2931610.8749997434,838,136,True,1.0
30,26.819802877547254,75.81552799952637,"75.81550207870009,26.81982785468193,75.81555392035264,26.819777900412575",Azadirachta indica,zone32643_r29_c5_sr3_sc4,zone32643_r29_c5,43,32643,581042.9687494374,2966737.2499997425,1326,104,True,1.0
31,28.18665169561778,75.33482901730981,"75.33481313715947,28.186664146534827,75.33484489746016,28.186639244700732",Prosopis cineraria,zone32643_r31_c5_sr0_sc1,zone32643_r31_c5,43,32643,532864.4374998206,3117924.3749998976,207,1286,True,1.0
32,26.50628550625851,74.4214673669021,"74.42142754413574,26.506315817483966,74.42150718966846,26.506255195033056",Vachellia nilotica,zone32643_r29_c4_sr1_sc2,zone32643_r29_c4,43,32643,442351.64062396035,2931883.6249993625,811,235,True,1.0
33,26.500887017519155,74.4095438238694,"74.40953450973375,26.500899393774432,74.40955313800507,26.50087464126388",Vachellia nilotica,zone32643_r29_c4_sr1_sc2,zone32643_r29_c4,43,32643,441160.7343748984,2931291.1249999637,870,116,True,1.0
34,28.17591896527229,75.33190818178277,"75.33188215066332,28.175942724193384,75.33193421290221,28.175895206351203",Dalbergia sissoo,zone32643_r31_c5_sr0_sc1,zone32643_r31_c5,43,32643,532580.9999994362,3116734.624999725,326,1258,True,1.0
35,28.175711343926245,75.33190849589833,"75.3318574758681,28.175787068561274,75.33195951592856,28.175635619291217",Vachellia nilotica,zone32643_r31_c5_sr0_sc1,zone32643_r31_c5,43,32643,532581.0937464943,3116711.624998925,328,1258,True,1.0
36,28.18651874465049,75.3352097020595,"75.3351814721771,28.186552664894148,75.33523793194192,28.18648482440684",Azadirachta indica,zone32643_r31_c5_sr0_sc1,zone32643_r31_c5,43,32643,532901.8437491293,3117909.7499996726,209,1290,True,1.0
37,28.18655154665993,75.33517732975582,"75.33513892237725,28.186588876926557,75.33521573713439,28.186514216393316",Prosopis cineraria,zone32643_r31_c5_sr0_sc1,zone32643_r31_c5,43,32643,532898.6562486936,3117913.3749994,208,1289,True,1.0
38,28.17630508393524,75.33228470621908,"75.33223801399669,28.17633904841602,75.33233139844148,28.17627111945446",Vachellia nilotica,zone32643_r31_c5_sr0_sc1,zone32643_r31_c5,43,32643,532617.8437485514,3116777.4999991185,322,1261,True,1.0
39,28.176073285686684,75.33201816968815,"75.33196925603299,28.17610951220908,75.3320670833433,28.176037059164283",Prosopis cineraria,zone32643_r31_c5_sr0_sc1,zone32643_r31_c5,43,32643,532591.7499983824,3116751.749999032,324,1259,True,1.0
40,28.25006859521057,75.36631334421497,"75.36627713980607,28.250101414613553,75.36634954862387,28.250035775807596",Azadirachta indica,zone32643_r31_c5_sr1_sc1,zone32643_r31_c5,43,32643,535933.4999989148,3124958.624999468,1504,1593,True,1.0
41,28.25019855324264,75.36623988086052,"75.36622082100375,28.250214401320882,75.3662589407173,28.250182705164384",Ailanthus excelsa,zone32643_r31_c5_sr1_sc1,zone32643_r31_c5,43,32643,535926.2499997227,3124972.999999854,1502,1592,True,1.0
42,26.505499707646067,74.42139823347658,"74.42138169620343,26.505514312625234,74.42141477074973,26.505485102666903",Vachellia nilotica,zone32643_r29_c4_sr1_sc2,zone32643_r29_c4,43,32643,442344.35937479074,2931796.624999889,820,234,True,1.0
43,26.5054630374269,74.42153985167343,"74.42149457939382,26.505517027572136,74.42158512395304,26.505409047281663",Vachellia nilotica,zone32643_r29_c4_sr1_sc2,zone32643_r29_c4,43,32643,442358.4531228768,2931792.499999153,820,235,True,1.0
44,28.180583056901803,75.29626071534794,"75.29622037696858,28.180616995404936,75.2963010537273,28.180549118398666",Azadirachta indica,zone32643_r31_c5_sr0_sc1,zone32643_r31_c5,43,32643,529080.4687487513,3117242.24999934,275,908,True,1.0
45,26.92282766905516,75.70750625623083,"75.70746278284051,26.92287189984194,75.70754972962115,26.922783438268375",Azadirachta indica,zone32643_r29_c5_sr3_sc3,zone32643_r29_c5,43,32643,570244.2812483248,2978084.124999271,191,1024,True,1.0
46,28.186566188449003,75.33472718814724,"75.33469455354705,28.186617044924844,75.33475982274742,28.186515331973162",Prosopis cineraria,zone32643_r31_c5_sr0_sc1,zone32643_r31_c5,43,32643,532854.4687484942,3117914.8749995586,208,1285,True,1.0
47,28.2463771373876,75.31881838532149,"75.31878502438842,28.246406552595474,75.31885174625455,28.246347722179713",Ailanthus excelsa,zone32643_r31_c5_sr1_sc1,zone32643_r31_c5,43,32643,531275.5312491045,3124536.4999995483,1546,1127,True,1.0
48,28.24629830116337,75.31875443966592,"75.31874014500167,28.246311874835136,75.31876873433019,28.246284727491613",Prosopis cineraria,zone32643_r31_c5_sr1_sc1,zone32643_r31_c5,43,32643,531269.2812498227,3124527.749999916,1547,1126,True,1.0
49,28.24636508792584,75.3186628940316,"75.31863018022923,28.246397886673446,75.31869560783399,28.24633228917823",Prosopis cineraria,zone32643_r31_c5_sr1_sc1,zone32643_r31_c5,43,32643,531260.2812490202,3124535.124999564,1546,1126,True,1.0
50,28.16508886820438,75.32908886688205,"75.3290310547843,28.16512850021778,75.32914667897978,28.16504923619098",Prosopis cineraria,zone32643_r31_c5_sr0_sc1,zone32643_r31_c5,43,32643,532307.4999979086,3115534.1249986496,446,1230,True,1.0
51,28.20029293762707,75.339255844289,"75.33920283977149,28.200347230692472,75.33930884880652,28.20023864456166",Ficus benghalensis,zone32643_r31_c5_sr0_sc1,zone32643_r31_c5,43,32643,533294.7187473776,3119436.7499988577,56,1329,True,1.0
52,28.25173912165814,75.36610561062665,"75.3660783255117,28.251771917114304,75.36613289574161,28.251706326201976",Azadirachta indica,zone32643_r31_c5_sr1_sc1,zone32643_r31_c5,43,32643,535912.5624991843,3125143.6249996955,1485,1591,True,1.0
53,26.922049184744125,75.70090474224115,"75.70087216357481,26.922074174315107,75.70093732090749,26.92202419517314",saraca asoca,zone32643_r29_c5_sr3_sc3,zone32643_r29_c5,43,32643,569589.3124992864,2977994.24999959,200,958,True,1.0
54,26.92191670121036,75.70076701130886,"75.70071912237216,26.921959823343162,75.70081490024555,26.921873579077555",Vachellia nilotica,zone32643_r29_c5_sr3_sc3,zone32643_r29_c5,43,32643,569575.7187481981,2977979.4999991152,202,957,True,1.0
55,26.921999191238527,75.70074548906882,"75.70070640559763,26.922041141115592,75.70078457254,26.921957241361465",Vachellia nilotica,zone32643_r29_c5_sr3_sc3,zone32643_r29_c5,43,32643,569573.5312485744,2977988.6249994095,201,957,True,1.0
56,26.5254879700316,74.38092224636442,"74.38090425946733,26.525508206933328,74.38094023326151,26.52546773312987",prosopis juliflora,zone32643_r29_c4_sr1_sc1,zone32643_r29_c4,43,32643,438321.6562496829,2934029.2499998673,597,1832,True,1.0
57,28.198820176352484,75.33523216098854,"75.33518674773795,28.198858652123292,75.33527757423911,28.19878170058168",Ailanthus excelsa,zone32643_r31_c5_sr0_sc1,zone32643_r31_c5,43,32643,532900.2812484056,3119272.4999991637,72,1290,True,1.0
58,28.176749504618808,75.33095219513265,"75.33092838508477,28.17677100124449,75.33097600518055,28.176728007993127",Vachellia nilotica,zone32643_r31_c5_sr0_sc1,zone32643_r31_c5,43,32643,532486.906249533,3116826.3749997695,317,1248,True,1.0
59,26.786858263080703,75.81930364126887,"75.81929337309694,26.786872993486764,75.8193139094408,26.78684353267465",Azadirachta indica,zone32643_r29_c5_sr3_sc4,zone32643_r29_c5,43,32643,581441.718749871,2963090.6249999586,1690,144,True,1.0
60,28.23031956230222,75.33526588571794,"75.33523602374616,28.230344459503918,75.33529574768973,28.230294665100526",Ziziphus jujuba,zone32643_r31_c5_sr1_sc1,zone32643_r31_c5,43,32643,532893.9374993206,3122761.999999638,1723,1289,True,1.0
61,26.523526720961947,74.4221385934842,"74.42209828308285,26.523559287486563,74.42217890388557,26.523494154437333",Ailanthus excelsa,zone32643_r29_c4_sr1_sc2,zone32643_r29_c4,43,32643,442427.12499886664,2933792.8749993453,620,242,True,1.0
62,26.84236737916213,75.77404637322118,"75.77401350361073,26.842390129801394,75.77407924283162,26.842344628522866",Albizia lebbeck,zone32643_r29_c5_sr3_sc3,zone32643_r29_c5,43,32643,576905.3437493466,2969210.749999584,1078,1690,True,1.0
63,26.84233421387121,75.77412634959444,"75.77409700864992,26.842367102060397,75.77415569053898,26.84230132568203",saraca asoca,zone32643_r29_c5_sr3_sc3,zone32643_r29_c5,43,32643,576913.3124991644,2969207.1249996694,1079,1691,True,1.0
64,26.8422031447868,75.77415533725792,"75.77411936104174,26.842231555144746,75.7741913134741,26.84217473442884",saraca asoca,zone32643_r29_c5_sr3_sc3,zone32643_r29_c5,43,32643,576916.2812491079,2969192.6249995027,1080,1691,True,1.0
65,26.98826947021632,75.7386265900146,"75.7386006364793,26.9882978192669,75.73865254354989,26.988241121165732",Azadirachta indica,zone32643_r29_c5_sr4_sc3,zone32643_r29_c5,43,32643,573291.7812493601,2985350.37499974,1464,1329,True,1.0
66,26.98826904481264,75.7384924297142,"75.73846706912896,26.988291748127807,75.73851779029944,26.988246341497458",Azadirachta indica,zone32643_r29_c5_sr4_sc3,zone32643_r29_c5,43,32643,573278.4687494959,2985350.2499997523,1464,1327,True,1.0
67,26.53371628122689,74.40549631899829,"74.40546311033087,26.53373871500094,74.4055295276657,26.533693847452845",Ficus religiosa,zone32643_r29_c4_sr1_sc2,zone32643_r29_c4,43,32643,440774.23437435814,2934928.999999558,507,77,True,1.0
68,26.510944044830858,74.40544895298592,"74.40541950845852,26.51096762304967,74.4054783975133,26.51092046661205",Vachellia nilotica,zone32643_r29_c4_sr1_sc2,zone32643_r29_c4,43,32643,440757.82812440244,2932406.87499965,759,75,True,1.0
69,26.963630178903635,75.7089955949258,"75.70896676331289,26.963651765918133,75.7090244265387,26.96360859188914",Azadirachta indica,zone32643_r29_c5_sr4_sc3,zone32643_r29_c5,43,32643,570366.8124994548,2982604.3749996787,1739,1036,True,1.0
70,25.776683501162594,73.33960402581147,"73.33955811696546,25.77671344589303,73.33964993465746,25.776653556432155",Azadirachta indica,zone32643_r28_c3_sr2_sc1,zone32643_r28_c3,43,32643,333503.9374988539,2852002.6249991423,799,1350,True,1.0
71,25.77650494018895,73.3396798908297,"73.33963994712217,25.77654285232105,73.33971983453722,25.776467028056853",Azadirachta indica,zone32643_r28_c3_sr2_sc1,zone32643_r28_c3,43,32643,333511.29687371466,2851982.7499993285,801,1351,True,1.0
72,28.18132807045741,75.29716978667264,"75.29711387977143,28.18137332675352,75.29722569357386,28.181282814161303",Prosopis cineraria,zone32643_r31_c5_sr0_sc1,zone32643_r31_c5,43,32643,529169.4999976913,3117324.9999987334,267,916,True,1.0
73,26.53309286853665,74.40756493533092,"74.40755422418741,26.53310185293062,74.40757564647446,26.53308388414268",Azadirachta indica,zone32643_r29_c4_sr1_sc2,zone32643_r29_c4,43,32643,440979.99999991624,2934858.9999999534,514,97,True,1.0
74,25.76090080074285,73.33211256876383,"73.33208822084136,25.760926476531303,73.33213691668631,25.760875124954392",Dalbergia sissoo,zone32643_r28_c3_sr2_sc1,zone32643_r28_c3,43,32643,332730.4687494667,2850263.8749997476,973,1273,True,1.0
75,25.76097211114256,73.33222995995489,"73.3322057066452,25.760991017213836,73.33225421326458,25.76095320507127",Vachellia nilotica,zone32643_r28_c3_sr2_sc1,zone32643_r28_c3,43,32643,332742.3437496143,2850271.624999758,972,1274,True,1.0
76,25.760987654258024,73.33201072530694,"73.33198391690804,25.76101104488874,73.33203753370584,25.76096426362731",Ailanthus excelsa,zone32643_r28_c3_sr2_sc1,zone32643_r28_c3,43,32643,332720.3749994697,2850273.624999699,972,1272,True,1.0
77,26.764553176742226,75.8302660261152,"75.83025450415768,26.764567915274597,75.83027754807273,26.764538438209858",Dalbergia sissoo,zone32643_r29_c5_sr3_sc4,zone32643_r29_c5,43,32643,582547.593749854,2960627.1249999492,1937,254,True,1.0
78,26.76444561094444,75.83013386673278,"75.83010045955099,26.76447627722978,75.83016727391458,26.7644149446591",Azadirachta indica,zone32643_r29_c5_sr3_sc4,zone32643_r29_c5,43,32643,582534.5312491104,2960615.1249995735,1938,253,True,1.0
79,26.525506790383385,74.41753972842227,"74.41751308829816,26.52553376833292,74.41756636854637,26.52547981243385",Vachellia leucophloea,zone32643_r29_c4_sr1_sc2,zone32643_r29_c4,43,32643,441969.92187437636,2934014.2499997104,598,196,True,1.0
80,26.525448303449043,74.41758895397109,"74.41753654902742,26.525484205106757,74.41764135891476,26.52541240179133",Azadirachta indica,zone32643_r29_c4_sr1_sc2,zone32643_r29_c4,43,32643,441974.7968733787,2934007.7499989006,599,197,True,1.0
81,26.49445829221215,74.42639809113918,"74.42636064232936,26.494485228608013,74.426435539949,26.494431355816285",Morus Alba,zone32643_r29_c4_sr1_sc2,zone32643_r29_c4,43,32643,442837.12499913224,2930571.4999994384,942,283,True,1.0
82,26.494495741980977,74.42644917435578,"74.42643297528429,26.494505834471568,74.42646537342729,26.49448564949039",Morus Alba,zone32643_r29_c4_sr1_sc2,zone32643_r29_c4,43,32643,442842.23437485914,2930575.624999895,942,284,True,1.0
83,26.52516389840343,74.41759038926706,"74.41755749903795,26.525186336381676,74.41762327949617,26.525141460425186",Vachellia nilotica,zone32643_r29_c4_sr1_sc2,zone32643_r29_c4,43,32643,441974.7968743633,2933976.249999567,602,197,True,1.0
84,26.52509446619672,74.41772310217871,"74.41768705272996,26.525121405766843,74.41775915162745,26.52506752662658",Vachellia nilotica,zone32643_r29_c4_sr1_sc2,zone32643_r29_c4,43,32643,441987.9843741627,2933968.499999479,603,198,True,1.0
85,26.96177652992204,75.70664275380939,"75.70661828068289,26.961790194912716,75.70666722693589,26.961762864931355",Azadirachta indica,zone32643_r29_c5_sr4_sc3,zone32643_r29_c5,43,32643,570134.4374997043,2982397.749999769,1760,1013,True,1.0
86,28.19868446240412,75.33947779371675,"75.33944159817418,28.198717274868887,75.33951398925934,28.198651649939347",Vachellia nilotica,zone32643_r31_c5_sr0_sc1,zone32643_r31_c5,43,32643,533316.9999989155,3119258.624999468,74,1331,True,1.0
87,26.50699546435723,74.3929573637985,"74.39292784661815,26.50703258305638,74.39298688097884,26.506958345658088",Azadirachta indica,zone32643_r29_c4_sr1_sc1,zone32643_r29_c4,43,32643,439511.04687404726,2931975.3749996372,802,1951,True,1.0
88,26.50679903844801,74.39294632240545,"74.39292205081628,26.50682263608923,74.39297059399462,26.506775440806805",Vachellia nilotica,zone32643_r29_c4_sr1_sc1,zone32643_r29_c4,43,32643,439509.8437495039,2931953.6249997593,804,1950,True,1.0
89,26.506881145264515,74.39288003382154,"74.39284415314646,26.506905822111264,74.39291591449663,26.50685646841777",Azadirachta indica,zone32643_r29_c4_sr1_sc1,zone32643_r29_c4,43,32643,439503.28124923795,2931962.749999484,803,1950,True,1.0
90,27.4899893156613,75.26780375419449,"75.26774125863255,27.49004811729969,75.26786624975642,27.489930514022912",Ziziphus jujuba,zone32643_r30_c5_sr2_sc1,zone32643_r30_c5,43,32643,526454.1249967257,3040736.499998437,1926,645,True,1.0
91,26.79045067089726,75.8264446200991,"75.8264184837862,26.790488065150413,75.826470756412,26.79041327664411",Azadirachta indica,zone32643_r29_c5_sr3_sc4,zone32643_r29_c5,43,32643,582148.9999991604,2963493.1249997383,1650,214,True,1.0
92,26.50519299816409,74.4256565950697,"74.42562211049149,26.50522220344963,74.4256910796479,26.50516379287856",prosopis juliflora,zone32643_r29_c4_sr1_sc2,zone32643_r29_c4,43,32643,442768.5468741298,2931760.7499995194,823,276,True,1.0
93,26.50525099208581,74.42548413941921,"74.42546088807781,26.505291528745772,74.4255073907606,26.50521045542584",Ailanthus excelsa,zone32643_r29_c4_sr1_sc2,zone32643_r29_c4,43,32643,442751.3906241763,2931767.2499997667,823,275,True,1.0
94,26.78476828838668,75.82318287994211,"75.82314817511566,26.78479444646527,75.82321758476856,26.784742130308086",Azadirachta indica,zone32643_r29_c5_sr3_sc4,zone32643_r29_c5,43,32643,581828.8437492085,2962861.624999539,1713,182,True,1.0
95,26.995293096373945,75.7358770295985,"75.73585116927171,26.995336115198903,75.73590288992527,26.995250077548988",Albizia lebbeck,zone32643_r29_c5_sr4_sc3,zone32643_r29_c5,43,32643,573014.4062490405,2986126.7499997388,1387,1301,True,1.0
96,26.995225364144616,75.73566494690947,"75.73563525592866,26.995260503292048,75.73569463789028,26.995190224997188",Ailanthus excelsa,zone32643_r29_c5_sr4_sc3,zone32643_r29_c5,43,32643,572993.4062490939,2986119.1249996596,1388,1299,True,1.0
97,26.829897797577416,75.8287040651559,"75.82867067175152,26.82993297762865,75.8287374585603,26.829862617526185",Vachellia nilotica,zone32643_r29_c5_sr3_sc4,zone32643_r29_c5,43,32643,582345.0937489816,2967863.8749995735,1213,234,True,1.0
98,26.830034369817085,75.82870065627432,"75.82868359050134,26.830066068643404,75.82871772204732,26.830002670990766",Azadirachta indica,zone32643_r29_c5_sr3_sc4,zone32643_r29_c5,43,32643,582344.6562495368,2967878.9999998873,1212,234,True,1.0
99,26.525366451796685,74.37841303352923,"74.37839665092693,26.525379923710176,74.37842941613154,26.52535297988319",Ailanthus excelsa,zone32643_r29_c4_sr1_sc1,zone32643_r29_c4,43,32643,438071.59374980873,2934016.999999892,598,1807,True,1.0
100,26.52544471021905,74.37824229744064,"74.37822874979553,26.525455937252516,74.37825584508573,26.525433483185598",Vachellia nilotica,zone32643_r29_c4_sr1_sc1,zone32643_r29_c4,43,32643,438054.62499986996,2934025.7499999246,597,1805,True,1.0
101,26.81668177425498,75.81329668623277,"75.81327861833722,26.81670557732813,75.81331475412834,26.816657971181833",Azadirachta indica,zone32643_r29_c5_sr3_sc4,zone32643_r29_c5,43,32643,580823.4374996282,2966390.1249998743,1360,82,True,1.0
102,26.80000269756216,75.77369947504297,"75.77366849603305,26.800024309184543,75.77373045405288,26.799981085939773",Azadirachta indica,zone32643_r29_c5_sr3_sc3,zone32643_r29_c5,43,32643,576899.4687494158,2964518.124999631,1548,1689,True,1.0
103,26.498887051207586,74.38416131923105,"74.38412900928735,26.498918512993917,74.38419362917476,26.498855589421254",Prosopis cineraria,zone32643_r29_c4_sr1_sc1,zone32643_r29_c4,43,32643,438630.2343741197,2931081.4999995744,891,1863,True,1.0
104,26.49897177316961,74.38417889868296,"74.38415396376942,26.499002138168823,74.3842038335965,26.498941408170413",Azadirachta indica,zone32643_r29_c4_sr1_sc1,zone32643_r29_c4,43,32643,438632.03124934237,2931090.87499974,890,1863,True,1.0
105,27.71237073855248,75.40579899308622,"75.40578952527234,27.712382050736004,75.40580846090009,27.71235942636896",Morus Alba,zone32643_r30_c5_sr3_sc2,zone32643_r30_c5,43,32643,540004.8124999045,3065406.7499999637,1459,0,True,1.0
106,26.841166184175584,75.7774173433633,"75.77739516786157,26.84118887681046,75.77743951886502,26.841143491540713",Aegle Marmelos,zone32643_r29_c5_sr3_sc3,zone32643_r29_c5,43,32643,577241.0937495638,2969079.7499998114,1092,1724,True,1.0
107,25.785362127762827,73.31639986664328,"73.31635689280341,25.785393227216396,73.31644284048315,25.78533102830926",Azadirachta indica,zone32643_r28_c3_sr2_sc1,zone32643_r28_c3,43,32643,331189.0156238798,2852993.499999241,700,1118,True,1.0
108,26.49515467771553,74.40571537756085,"74.40565528896077,26.495192800531118,74.40577546616092,26.49511655489994",Vachellia nilotica,zone32643_r29_c4_sr1_sc2,zone32643_r29_c4,43,32643,440776.2812480319,2930657.9999985597,934,77,True,1.0
109,26.49503472818652,74.40563948257747,"74.40561111066964,26.495063954105326,74.4056678544853,26.495005502267702",Vachellia nilotica,zone32643_r29_c4_sr1_sc2,zone32643_r29_c4,43,32643,440768.6562492807,2930644.7499996726,935,76,True,1.0
110,26.49511908282292,74.40556943541253,"74.40555520299557,26.495142724525333,74.4055836678295,26.4950954411205",Vachellia nilotica,zone32643_r29_c4_sr1_sc2,zone32643_r29_c4,43,32643,440761.7187497052,2930654.124999914,934,76,True,1.0
111,26.819555505932264,75.81360586690283,"75.81358276759863,26.819579337966285,75.81362896620705,26.819531673898243",Azadirachta indica,zone32643_r29_c5_sr3_sc4,zone32643_r29_c5,43,32643,580852.1249995221,2966708.6249997965,1329,85,True,1.0
